# mangaid     objra           objdec             nsa_z       W80_mean             W80_75th             frac_spx                flag1   flag2  
  1-155337    136.156282887   44.874731539       0.0345388   210.03242638324826   216.8530351485034    0.5878594249201278      0       0      
  1-155440    136.476492743   46.259107066       0.0518655   405.8234098258783    445.08785943463545   0.030555555555555555    0       0      
  1-155456    136.793850517   46.2111457117      0.040334    321.8133038490823    355.8306709342846    0.12745098039215685     0       0      
  1-155463    137.562456488   46.2932696556      0.026734    238.73623289520694   242.0127795579983    0.32468879668049794     0       0      
  1-155541    138.37190266    46.6142215927      0.0802487   ""                   ""                   0.0                     0       0      
  1-155558    137.03265263    45.9209619515      0.0267975   251.96073379917183   252.79552716206751   0.4754601226993865      0       0      
  1-155903    141.190236455   49.4448016737      0.0163661   231.2728206348976    231.23003195392903   0.48068669527896996     0       0      
  1-155926    141.539307103   49.3102016203      0.0269288   ""                   ""                   0.0                     0       0      
  1-155975    142.778167545   49.0797456578      0.0339319   711.1941357304263    1016.5734824503047   0.25392156862745097     1       2      
  1-155978    143.010196099   48.551093077       0.0162666   201.40788822830848   203.6741214101966    0.3909691629955947      0       0      
  1-156011    144.059863049   48.7456976861      0.0905527   ""                   ""                   0.0                     0       0      
  1-156037    143.754018642   48.9767418599      0.0249582   199.54290751813664   203.67412141019656   0.6570212765957447      0       0      
  1-156039    143.940659163   49.0232113878      0.114699    74.2992515108218     74.28115016136582    1.033170731707317       0       0      
  1-156061    143.697034579   48.7475756651      0.0259393   161.365344863511     219.8482428163004    0.2372093023255814      0       0      
  1-156062    143.288053477   49.0503236816      0.0511487   456.469648572264     557.1086262102435    0.08449074074074074     1       3      
  1-156074    143.184618775   48.7963482386      0.0263866   209.19266604058458   215.65495208138464   0.6793168880455408      0       0      
  1-156137    144.031088241   50.4392201284      0.0640375   242.0573100790771    233.62619808816663   0.48623063683304646     0       0      
  1-156154    142.713904348   50.3188614584      0.0379614   209.43554025927762   210.8626198129094    0.353921568627451       0       0      
  1-156158    144.475988638   50.9890991486      0.138619    263.9776357885097    219.8482428163004    0.15703971119133575     0       0      
  1-163511    116.596108052   23.0932631415      0.0182024   197.87948221825184   202.4760383430778    0.6104006820119352      0       0      
  1-163516    115.717036562   22.1127304695      0.0286472   400.6498693087744    467.55191694311304   0.08088235294117647     1       2      
  1-163531    116.179276481   22.6776875384      0.095715    ""                   ""                   0.0                     0       0      
  1-163594    115.494321239   23.176379735       0.0431378   ""                   ""                   0.0                     0       0      
  1-163831    118.627843459   25.8159864765      0.0631476   653.9536741356802    676.6174121553443    0.03389830508474576     0       0      
  1-163894    120.655607932   26.2935543287      0.0398786   236.47164537257382   227.63578275257265   0.4177071509648127      0       0      
  1-163925    120.97037173    26.6146824164      0.0204161   198.2002884496963    200.0798722088402    0.4843137254901961      0       0      
  1-163989    119.923886435   27.0035013286      0.0220793   ""                   ""                   0.0                     0       0      
  1-164007    119.792670838   26.0866716908      0.0202798   454.8382163106555    493.0111821193876    0.13988095238095238     0       0      
  1-164053    119.039496416   26.8757761756      0.0616143   222.64527133013794   215.65495208138458   0.11176470588235295     0       0      
  1-164109    119.609269043   27.1615475855      0.0469958   361.05866977262116   399.56070288412093   0.029177718832891247    0       0      
  1-164153    120.207222406   27.5003590021      0.0173447   251.09370462354644   261.1821086318991    0.9759704251386322      0       0      
  1-166488    145.861534925   42.186856649       0.0175478   219.11608094195003   238.4185303566419    0.16229508196721312     0       0      
  1-166600    144.287854484   42.9721228329      0.0943235   ""                   ""                   0.0                     0       0      
  1-166613    144.516003237   42.9743220132      0.0468085   ""                   ""                   0.0                     0       0      
  1-166646    144.809095432   42.7299212922      0.0271468   160.9424920162926    230.03194888681026   0.013452914798206279    0       0      
  1-166670    145.667342239   43.1670408717      0.0945544   ""                   ""                   0.0                     0       0      
  1-166672    145.724306972   42.7933257646      0.0172778   220.02984202135582   228.83386581969143   0.3225396825396825      0       0      
  1-166691    146.04735274    42.9000410408      0.105154    ""                   ""                   0.0                     0       0      
  1-166703    146.206778574   42.2938042896      0.0165645   ""                   ""                   0.0                     0       0      
  1-166736    147.585854164   43.1455699673      0.0170809   207.62788541038836   208.46645367867183   0.551510136532892       0       0      
